transaction_id,amount,hour_of_day,txn_count_last_24h,distance_from_home_km,is_foreign_country,is_new_merchant,Class
8745,121.58,7,3,1.94,0,0,0
8746,68.74,11,2,0.4,0,0,0
8747,14.86,16,3,5.67,0,0,0
8748,153.84,19,3,0.26,0,0,0
8749,30.85,10,1,1.92,0,0,0
8750,122.68,10,3,16.96,0,0,0
8751,85.51,16,1,0.7,0,0,0
8752,49.95,17,5,1.57,0,0,0
8753,144.84,9,2,8.23,0,0,0
8754,83.82,3,3,1.5,0,0,0
8755,93.35,10,3,7.47,0,0,0
8756,27.92,17,1,5.37,0,0,0
8757,30.06,10,2,10.01,0,0,0
8758,118.2,17,3,7.1,0,0,0
8759,143.14,17,4,7.38,0,0,0
8760,97.54,16,1,0.24,0,0,0
8761,190.68,20,3,1.0,0,0,0
8762,4.89,9,0,0.43,0,0,0
8763,128.76,7,4,3.04,0,1,0
8764,98.67,12,1,0.93,0,0,0
8765,32.81,21,4,10.95,0,0,0
8766,253.53,10,4,1.82,0,0,0
8767,100.87,15,7,3.08,0,0,0
8768,105.09,16,4,1.54,0,0,0
8769,61.13,19,2,3.3,0,0,0
8770,69.46,15,3,2.45,0,0,0
8771,116.94,8,3,1.76,0,0,0
8772,32.12,12,1,0.45,0,0,0
8773,165.83,13,3,14.46,0,1,0
8774,145.98,14,2,2.79,0,0,0
8775,121.05,12,5,8.17,0,0,0
8776,96.46,20,2,0.66,0,0,0
8777,132.48,17,2,12.25,0,0,0
8778,114.82,10,4,1.92,0,0,0
8779,91.89,14,2,4.09,0,0,0
8780,145.51,12,5,3.94,0,0,0
8781,65.22,18,7,1.73,0,0,0
8782,202.57,14,4,8.47,0,0,0
8783,191.7,11,5,4.09,0,0,0
8784,66.87,9,3,0.41,0,0,0
8785,291.35,18,6,2.04,0,1,0
8786,150.3,11,5,1.68,0,0,0
8787,75.24,19,4,2.88,0,0,0
8788,90.27,17,5,1.1,0,0,0
8789,77.67,17,0,6.98,0,0,0
8790,134.46,14,4,22.9,0,0,0
8791,172.67,8,1,1.62,0,0,0
8792,154.19,14,1,3.49,0,0,0
8793,122.02,11,4,4.25,0,0,0
8794,91.24,15,2,2.08,0,0,0
8795,357.55,12,1,3.67,0,0,0
8796,209.72,22,1,1.45,0,0,0
8797,63.9,13,4,4.34,1,0,0
8798,66.36,10,2,3.85,0,0,0
8799,63.92,18,3,1.54,0,0,0
8800,96.5,10,4,1.81,0,0,0
8801,105.78,23,4,12.56,0,0,0
8802,11.67,12,0,2.06,0,0,0
8803,69.95,16,3,0.06,0,0,0
8804,322.62,17,2,0.46,0,0,0
8805,57.84,15,0,5.21,0,0,0
8806,15.4,15,2,5.23,0,0,0
8807,196.61,14,2,0.94,0,0,0
8808,155.12,17,1,3.72,0,0,0
8809,9.81,16,2,2.52,0,0,0
8810,195.9,15,3,1.23,0,0,0
8811,114.5,11,6,7.84,0,0,0
8812,168.12,11,2,11.4,0,0,0
8813,214.52,10,1,5.52,0,0,0
8814,35.18,11,3,6.59,0,0,0
8815,40.86,10,2,10.9,0,0,0
8816,223.78,13,4,0.73,0,1,0
8817,116.43,15,2,0.75,0,0,0
8818,319.0,8,8,9.15,0,0,0
8819,26.9,12,4,1.32,0,0,0
8820,221.75,10,2,1.03,0,0,0
8821,43.68,13,2,9.08,0,0,0
8822,70.25,13,1,0.94,0,0,0
8823,100.26,14,3,0.25,0,0,0
8824,94.51,13,3,2.85,0,1,0
8825,178.24,21,8,2.35,0,0,0
8826,63.08,8,4,4.28,0,0,0
8827,15.72,17,3,3.77,0,0,0
8828,240.34,18,4,21.73,0,0,0
8829,87.18,15,3,13.92,0,0,0
8830,63.83,13,2,6.05,0,0,0
8831,281.99,22,4,11.57,0,0,0
8832,4.72,16,6,4.56,0,0,0
8833,38.4,13,1,7.96,0,0,0
8834,105.88,20,4,0.71,0,0,0
8835,100.74,10,3,0.46,0,0,0
8836,55.97,10,3,2.14,0,0,0
8837,91.35,10,6,18.2,0,0,0
8838,94.22,11,4,0.72,1,1,0
8839,72.37,11,1,7.71,0,0,0
8840,73.55,18,2,7.95,0,1,0
8841,55.45,12,4,9.15,0,0,0
8842,40.48,23,3,1.93,0,0,0
8843,975.02,3,13,327.41,0,0,1
8844,253.31,15,2,6.68,0,0,0
8845,101.01,16,5,2.21,0,0,0
8846,56.88,17,2,2.97,0,0,0
8847,49.32,13,4,5.17,0,0,0
8848,66.71,17,6,4.99,0,0,0
8849,59.13,14,4,6.81,0,0,0
8850,65.57,5,3,1.68,0,0,0
8851,146.95,18,1,8.74,0,0,0
8852,92.87,14,6,0.23,0,0,0
8853,153.4,11,5,5.73,0,0,0
8854,79.88,23,2,5.36,0,0,0
8855,172.79,15,3,1.41,0,0,0
8856,82.72,5,3,8.36,0,0,0
8857,83.64,14,6,1.12,0,0,0
8858,73.75,17,1,1.11,0,0,0
8859,87.4,14,5,1.53,0,0,0
8860,17.98,15,2,0.72,0,1,0
8861,160.71,12,1,2.93,0,0,0
8862,72.6,16,3,12.03,0,0,0
8863,57.56,12,1,11.07,0,0,0
8864,103.9,19,3,3.1,0,0,0
8865,24.57,14,0,0.15,0,0,0
8866,209.84,15,2,2.96,0,0,0
8867,144.79,9,3,0.31,0,0,0
8868,123.05,12,3,6.24,0,0,0
8869,47.51,8,2,3.88,0,0,0
8870,119.52,17,5,0.55,0,0,0
8871,104.33,10,3,4.62,0,0,0
8872,44.65,13,3,23.26,0,0,0
8873,13.99,22,6,1.18,0,0,0
8874,21.88,13,2,1.05,0,0,0
8875,20.33,13,3,2.07,0,1,0
8876,66.65,11,9,1.77,0,0,0
8877,46.35,9,4,20.03,0,0,0
8878,192.57,16,3,0.58,0,0,0
8879,18.18,19,5,3.95,0,0,0
8880,162.37,7,5,1.6,0,0,0
8881,94.26,17,3,1.81,0,1,0
8882,223.21,23,2,1.66,0,1,0
8883,42.81,17,5,0.82,0,0,0
8884,293.27,9,4,4.84,0,0,0
8885,51.34,19,1,1.42,0,0,0
8886,72.11,23,4,2.51,0,0,0
8887,55.6,11,2,1.04,0,0,0
8888,61.61,9,0,4.12,0,0,0
8889,48.73,12,2,0.38,1,0,0
8890,182.29,15,2,0.03,0,0,0
8891,404.78,11,4,1.2,0,0,0
8892,300.97,16,1,0.84,0,0,0
8893,60.45,18,5,1.64,0,0,0
8894,99.17,12,4,4.68,0,0,0
8895,49.6,13,2,8.17,0,0,0
8896,46.64,13,6,0.15,0,0,0
8897,29.16,9,3,3.72,0,0,0
8898,69.48,14,3,6.03,0,0,0
8899,62.06,14,4,0.46,0,0,0
8900,58.83,13,1,4.32,0,0,0
8901,183.08,15,5,5.26,0,0,0
8902,87.69,15,4,0.74,0,0,0
8903,59.83,11,3,0.25,0,0,0
8904,69.33,16,5,1.44,0,0,0
8905,39.68,11,5,1.89,0,0,0
8906,79.59,20,5,0.36,0,0,0
8907,163.91,15,3,1.14,0,0,0
8908,57.63,13,3,8.35,0,1,0
8909,78.9,17,2,3.53,0,0,0
8910,144.0,13,2,18.09,0,0,0
8911,98.73,19,3,1.16,0,0,0
8912,48.76,20,1,7.24,0,0,0
8913,24.97,17,1,0.47,0,0,0
8914,63.89,17,1,5.9,0,0,0
8915,34.61,12,2,7.49,0,0,0
8916,140.44,12,3,9.64,0,0,0
8917,145.16,4,6,2.92,0,0,0
8918,199.76,13,0,0.24,0,0,0
8919,103.81,13,3,1.28,0,0,0
8920,99.27,13,7,0.0,0,0,0
8921,154.99,15,2,4.71,0,0,0
8922,70.85,17,2,13.77,0,0,0
8923,222.69,9,1,3.37,0,0,0
8924,44.96,12,6,9.14,0,0,0
8925,68.21,16,0,2.61,0,1,0
8926,35.59,9,0,5.47,0,0,0
8927,101.92,16,1,3.58,0,0,0
8928,51.64,17,5,7.77,0,0,0
8929,44.07,22,0,0.4,0,0,0
8930,67.43,17,0,2.01,0,0,0
8931,67.41,16,5,2.69,0,0,0
8932,373.15,11,3,1.86,0,0,0
8933,106.3,12,2,2.62,0,0,0
8934,716.77,3,10,85.82,1,0,1
8935,62.09,20,1,2.08,0,0,0
8936,64.77,14,3,0.22,0,0,0
8937,24.01,14,2,0.4,0,0,0
8938,51.26,9,2,2.62,0,1,0
8939,36.21,13,5,5.88,0,0,0
8940,8.68,14,3,0.67,0,0,0
8941,264.92,7,3,0.18,0,0,0
8942,169.9,16,1,26.04,0,0,0
8943,56.18,13,4,8.86,0,0,0
8944,138.27,21,2,3.89,0,0,0
8945,140.59,17,1,0.28,0,0,0
8946,236.57,10,0,1.42,0,0,0
8947,127.63,13,1,1.15,0,0,0
8948,295.26,4,3,8.11,0,0,0
8949,158.6,17,5,4.64,0,1,0
8950,154.91,12,4,3.92,0,0,0
8951,41.24,15,3,3.38,0,0,0
8952,67.36,9,2,0.99,0,0,0
8953,102.83,13,2,10.62,0,0,0
8954,90.58,9,2,12.45,0,0,0
8955,67.28,17,1,8.42,0,0,0
8956,21.02,12,5,2.49,0,0,0
8957,39.1,12,3,3.69,0,0,0
8958,166.3,12,5,0.67,0,0,0
8959,16.73,16,3,1.38,0,0,0
8960,92.28,7,1,3.09,0,0,0
8961,35.31,14,2,0.51,0,0,0
8962,56.6,18,3,0.26,0,0,0
8963,143.2,16,2,8.43,0,0,0
8964,113.27,14,7,11.14,0,0,0
8965,37.8,14,2,6.99,0,0,0
8966,125.4,22,2,4.25,0,0,0
8967,188.32,14,4,0.46,0,0,0
8968,185.74,11,4,0.61,0,0,0
8969,181.63,16,2,3.93,0,0,0
8970,35.25,17,2,0.05,0,0,0
8971,71.28,11,3,15.21,1,0,0
8972,47.57,15,4,6.89,0,0,0
8973,122.66,19,4,2.16,0,0,0
8974,56.81,16,5,4.94,0,0,0
8975,84.51,12,6,1.94,0,0,0
8976,63.19,16,2,10.85,0,0,0
8977,24.09,15,1,16.3,0,0,0
8978,69.02,16,3,0.64,0,0,0
8979,7.26,12,1,0.44,0,0,0
8980,25.2,11,1,2.26,0,0,0
8981,104.47,11,4,1.65,0,0,0
8982,223.35,12,4,0.93,0,0,0
8983,190.75,18,5,2.82,0,0,0
8984,46.8,16,5,8.12,0,0,0
8985,67.46,17,0,2.67,0,0,0
8986,73.9,16,2,15.56,0,0,0
8987,39.23,13,6,6.97,0,1,0
8988,13.64,12,1,0.81,0,0,0
8989,65.51,9,5,12.94,0,0,0
8990,47.27,10,2,20.52,0,0,0
8991,109.08,14,2,11.52,0,0,0
8992,94.97,6,2,2.74,0,0,0
8993,47.89,15,2,1.82,0,1,0
8994,274.99,22,6,2.58,0,1,0
8995,183.63,11,5,4.96,0,0,0
8996,78.54,14,5,2.24,0,0,0
8997,123.15,15,2,1.36,0,1,0
8998,74.19,18,5,4.84,0,0,0
8999,219.21,16,4,2.43,0,0,0
9000,129.82,15,3,3.06,0,0,0
9001,63.7,6,3,6.23,0,0,0
9002,206.49,10,3,0.4,0,0,0
9003,185.6,14,3,0.19,0,0,0
9004,195.55,10,3,4.21,0,0,0
9005,5.44,5,1,19.27,0,0,0
9006,17.61,14,3,3.71,0,0,0
9007,113.7,19,2,7.72,0,0,0
9008,248.05,15,2,0.34,0,0,0
9009,120.69,12,2,7.59,0,0,0
9010,103.96,22,3,0.92,0,0,0
9011,172.44,13,3,0.57,0,0,0
9012,106.11,11,5,4.79,0,0,0
9013,26.39,7,2,0.52,0,0,0
9014,71.83,15,4,10.5,0,0,0
9015,66.79,15,1,7.17,0,0,0
9016,96.17,17,4,10.23,0,0,0
9017,47.44,18,5,11.88,0,0,0
9018,210.76,15,1,8.22,0,0,0
9019,133.61,13,2,18.2,0,1,0
9020,33.86,15,3,0.4,0,0,0
9021,33.68,8,4,3.25,0,1,0
9022,154.7,17,5,0.34,0,0,0
9023,85.49,9,3,5.55,0,0,0
9024,193.61,11,3,2.68,0,0,0
9025,116.49,16,5,9.24,0,0,0
9026,42.51,17,3,15.25,0,0,0
9027,13.49,13,5,5.14,0,0,0
9028,25.0,16,3,1.41,0,0,0
9029,67.73,8,2,5.02,0,0,0
9030,39.71,20,4,0.58,0,0,0
9031,147.18,17,3,6.45,0,0,0
9032,83.19,15,3,3.01,0,0,0
9033,52.3,8,2,0.68,0,0,0
9034,42.0,11,1,1.99,0,0,0
9035,51.95,13,3,3.42,0,0,0
9036,62.45,21,4,5.72,0,0,0
9037,207.97,14,6,5.79,0,0,0
9038,1203.91,2,16,46.76,1,1,1
9039,35.53,8,2,1.44,0,0,0
9040,12.87,12,1,3.91,0,0,0
9041,75.13,9,3,4.63,0,0,0
9042,131.42,18,3,15.56,0,0,0
9043,155.02,16,3,6.37,0,0,0
9044,53.24,15,1,6.06,0,0,0
9045,353.08,21,7,1.75,0,0,0
9046,118.75,20,2,7.75,1,0,0
9047,68.0,14,2,0.37,0,1,0
9048,44.28,11,4,3.18,0,0,0
9049,104.86,11,2,4.5,0,0,0
9050,50.92,16,1,1.15,0,0,0
9051,60.92,13,1,0.13,0,0,0
9052,54.41,20,4,2.68,0,0,0
9053,122.4,7,2,3.08,0,0,0
9054,51.19,18,3,7.0,0,0,0
9055,87.62,15,4,3.25,0,0,0
9056,139.31,10,3,0.88,0,0,0
9057,226.16,18,3,6.2,0,0,0
9058,95.98,13,2,3.53,0,0,0
9059,140.79,14,6,1.51,0,0,0
9060,41.91,12,3,26.44,0,0,0
9061,235.31,16,3,4.3,0,0,0
9062,41.75,18,2,0.28,0,0,0
9063,6.84,13,6,12.78,0,0,0
9064,95.33,15,3,8.25,0,0,0
9065,172.82,13,1,9.26,0,1,0
9066,39.21,16,6,2.79,0,0,0
9067,44.78,9,2,0.72,0,0,0
9068,163.76,14,4,2.73,0,0,0
9069,40.71,13,3,4.97,0,1,0
9070,53.77,9,4,0.94,0,0,0
9071,578.45,0,6,623.05,1,1,1
9072,47.97,11,4,10.34,0,0,0
9073,56.16,15,5,8.75,0,0,0
9074,24.28,17,6,2.32,0,1,0
9075,54.71,15,4,6.1,0,0,0
9076,102.23,11,1,10.83,0,0,0
9077,111.19,10,1,5.18,0,0,0
9078,37.87,18,2,6.61,0,0,0
9079,277.67,12,2,8.68,0,0,0
9080,168.62,19,2,2.05,0,0,0
9081,375.3,15,3,1.95,0,0,0
9082,97.67,18,4,2.05,0,0,0
9083,41.95,13,5,1.05,0,0,0
9084,94.09,17,4,3.51,0,0,0
9085,124.04,14,5,3.81,0,0,0
9086,49.76,12,8,4.71,0,0,0
9087,16.9,14,5,6.65,0,0,0
9088,69.88,16,3,0.16,0,0,0
9089,327.08,18,4,0.36,0,0,0
9090,21.86,17,8,8.4,0,0,0
9091,78.8,12,5,0.97,0,0,0
9092,132.51,16,1,8.07,0,0,0
9093,93.77,13,2,1.0,0,1,0
9094,720.72,5,13,138.43,0,1,1
9095,79.4,7,3,6.92,0,0,0
9096,33.63,15,3,2.47,0,1,0
9097,84.35,14,3,0.9,0,1,0
9098,40.87,14,2,1.74,0,0,0
9099,30.24,15,1,10.12,0,0,0
9100,34.84,11,1,14.8,0,0,0
9101,85.07,2,5,3.04,0,0,0
9102,64.77,3,2,1.43,0,1,0
9103,148.09,11,2,0.44,0,0,0
9104,56.05,12,7,12.05,0,0,0
9105,49.69,13,4,0.94,0,0,0
9106,75.44,12,2,2.2,0,0,0
9107,23.9,10,2,2.27,1,0,0
9108,191.76,16,4,18.7,0,0,0
9109,171.6,8,1,5.68,1,0,0
9110,204.4,17,0,2.05,1,0,0
9111,42.72,13,4,6.56,0,0,0
9112,63.56,15,3,0.62,0,0,0
9113,139.22,15,3,3.21,0,0,0
9114,104.65,12,5,2.35,1,0,0
9115,99.35,14,2,9.09,0,0,0
9116,52.07,19,5,3.17,0,0,0
9117,113.67,14,4,0.88,0,0,0
9118,257.16,15,2,1.6,0,0,0
9119,109.21,15,6,0.23,0,0,0
9120,279.81,14,2,3.27,0,0,0
9121,14.21,11,1,0.95,0,0,0
9122,821.98,6,10,651.13,1,1,1
9123,88.01,9,7,13.78,0,1,0
9124,283.87,8,3,5.31,0,1,0
9125,183.88,18,5,3.65,0,0,0
9126,15.41,11,5,4.4,0,0,0
9127,280.01,23,1,0.19,0,0,0
9128,126.32,19,3,0.58,0,0,0
9129,55.64,11,6,1.26,0,0,0
9130,104.94,11,4,0.19,0,0,0
9131,228.36,15,6,2.23,0,1,0
9132,49.77,13,5,0.08,0,0,0
9133,173.35,9,3,14.15,0,0,0
9134,32.36,15,3,5.74,0,0,0
9135,150.02,4,1,18.59,0,0,0
9136,32.37,15,3,5.86,0,0,0
9137,69.38,14,5,6.82,0,0,0
9138,228.97,13,4,3.48,0,0,0
9139,197.82,15,3,9.06,0,0,0
9140,48.01,16,2,0.89,0,0,0
9141,8.13,19,3,6.81,0,0,0
9142,81.32,21,2,2.17,0,0,0
9143,46.7,11,3,2.36,0,0,0
9144,113.69,15,5,33.24,0,0,0
9145,2.02,7,1,4.1,0,0,0
9146,47.89,6,4,5.56,0,0,0
9147,71.19,19,2,1.43,0,0,0
9148,27.96,15,6,0.47,0,0,0
9149,241.57,16,2,1.9,0,0,0
9150,8.19,15,1,7.0,0,0,0
9151,55.41,12,1,2.52,0,0,0
9152,250.76,16,3,1.38,0,0,0
9153,124.21,19,2,1.27,0,1,0
9154,70.73,16,8,0.32,0,0,0
9155,91.37,8,5,0.9,0,0,0
9156,122.84,13,2,4.76,0,0,0
9157,158.64,16,4,6.44,0,0,0
9158,171.88,7,2,1.9,0,0,0
9159,104.16,7,3,13.89,0,0,0
9160,168.46,8,4,11.46,1,0,0
9161,268.51,10,3,6.35,0,0,0
9162,117.12,16,2,4.02,0,0,0
9163,8.2,16,2,2.01,0,0,0
9164,19.93,21,3,0.93,0,1,0
9165,79.98,15,4,0.28,0,0,0
9166,100.21,16,2,0.04,0,0,0
9167,26.55,13,4,3.47,0,0,0
9168,180.28,12,2,14.03,0,0,0
9169,116.54,22,2,2.07,0,0,0
9170,147.89,13,5,2.07,0,0,0
9171,126.33,9,3,5.34,0,0,0
9172,182.44,14,1,6.35,0,0,0
9173,85.27,10,1,0.04,0,0,0
9174,63.85,11,3,9.49,0,0,0
9175,103.58,14,2,0.96,0,0,0
9176,284.03,13,5,5.54,0,0,0
9177,110.07,14,3,5.49,0,0,0
9178,56.0,17,6,0.92,0,0,0
9179,44.7,14,1,0.57,0,0,0
9180,34.59,13,1,2.99,0,0,0
9181,44.97,17,3,3.35,0,0,0
9182,32.22,18,3,7.91,0,1,0
9183,74.37,19,5,0.82,0,0,0
9184,127.04,11,5,4.78,0,0,0
9185,186.21,10,5,3.48,0,0,0
9186,236.55,10,5,2.64,0,0,0
9187,86.08,18,1,1.43,0,0,0
9188,174.78,11,2,4.09,0,0,0
9189,169.93,10,2,4.83,0,0,0
9190,286.64,15,0,2.1,0,1,0
9191,58.35,17,1,1.94,0,0,0
9192,141.76,10,5,1.59,0,0,0
9193,57.63,18,2,2.42,0,0,0
9194,38.08,13,2,9.11,0,0,0
9195,47.56,17,1,7.87,0,0,0
9196,109.47,12,2,4.19,0,0,0
9197,190.97,15,2,11.02,0,0,0
9198,178.84,16,2,4.5,0,0,0
9199,286.29,19,3,8.09,0,0,0
9200,100.59,6,5,12.36,0,0,0
9201,86.5,18,3,0.67,0,0,0
9202,100.01,20,5,2.31,0,0,0
9203,187.32,11,3,3.71,0,1,0
9204,99.47,12,3,6.63,0,0,0
9205,74.33,15,2,4.88,0,0,0
9206,115.74,21,4,0.76,0,0,0
9207,48.42,12,4,8.13,0,0,0
9208,55.18,13,2,12.27,0,0,0
9209,59.68,17,2,2.18,0,1,0
9210,17.76,17,3,1.49,0,0,0
9211,66.08,19,3,1.41,0,0,0
9212,118.81,19,5,9.79,0,0,0
9213,28.52,10,3,15.83,0,0,0
9214,100.19,16,1,1.12,0,0,0
9215,123.45,11,5,1.4,0,0,0
9216,74.76,9,1,19.92,0,0,0
9217,9.86,16,3,14.27,0,0,0
9218,43.95,15,1,0.27,0,0,0
9219,168.11,18,3,1.51,0,0,0
9220,28.69,11,4,8.21,0,0,0
9221,130.27,11,3,2.84,0,0,0
9222,67.27,7,3,2.04,0,0,0
9223,113.95,21,2,5.31,0,0,0
9224,254.7,3,14,120.13,0,1,1
9225,59.54,14,1,1.77,0,0,0
9226,229.84,15,6,5.5,0,1,0
9227,31.06,13,5,10.75,0,0,0
9228,64.34,11,4,1.84,0,0,0
9229,14.25,18,1,0.78,0,0,0
9230,18.23,23,3,5.97,0,0,0
9231,54.16,18,3,6.08,0,0,0
9232,88.56,19,3,5.25,0,1,0
9233,269.76,12,2,4.72,0,0,0
9234,100.91,14,6,4.25,0,0,0
9235,77.51,11,3,1.67,0,0,0
9236,670.97,12,17,33.49,0,1,1
9237,105.96,16,0,4.06,0,0,0
9238,35.07,12,3,13.37,0,0,0
9239,266.94,15,3,0.15,0,1,0
9240,34.9,9,2,1.3,0,0,0
9241,152.25,12,1,8.81,0,0,0
9242,240.99,15,2,7.11,0,0,0
9243,19.99,11,3,0.88,0,0,0
9244,123.52,13,0,0.64,0,1,0
9245,99.04,7,2,2.29,0,0,0
9246,62.59,13,1,0.0,0,0,0
9247,124.34,19,4,3.7,0,0,0
9248,63.9,10,4,0.53,0,0,0
9249,86.13,13,1,1.62,0,0,0
9250,85.43,18,1,6.96,0,0,0
9251,48.76,9,6,0.86,0,0,0
9252,152.93,11,3,2.67,0,0,0
9253,37.61,11,2,10.68,0,0,0
9254,120.82,10,4,11.99,0,0,0
9255,155.75,9,4,3.93,0,0,0
9256,30.22,12,4,1.46,0,0,0
9257,8.75,10,4,0.21,0,1,0
9258,53.75,8,2,0.05,0,0,0
9259,122.99,19,2,8.87,0,0,0
9260,117.19,15,3,1.95,0,0,0
9261,48.65,10,1,16.15,0,0,0
9262,44.04,10,7,0.52,0,0,0
9263,91.23,15,5,6.74,0,0,0
9264,202.77,17,1,3.19,0,0,0
9265,115.33,8,1,2.54,0,0,0
9266,160.95,20,2,7.84,0,1,0
9267,60.3,18,2,1.98,0,0,0
9268,21.01,10,1,2.28,0,0,0
9269,199.95,10,4,5.71,0,0,0
9270,78.26,18,2,0.63,0,0,0
9271,57.24,15,1,15.67,0,0,0
9272,155.22,13,1,3.85,0,0,0
9273,91.61,19,2,1.95,0,0,0
9274,54.41,18,4,0.82,0,0,0
9275,141.36,18,3,8.09,0,0,0
9276,73.2,10,4,7.22,0,0,0
9277,491.79,0,10,35.58,0,0,1
9278,76.88,17,0,6.49,0,0,0
9279,172.3,18,0,4.43,0,0,0
9280,69.39,19,0,0.58,0,1,0
9281,29.02,19,1,2.14,0,0,0
9282,38.86,15,3,5.62,0,1,0
9283,99.51,13,2,1.31,0,0,0
9284,58.08,9,1,10.8,0,1,0
9285,60.95,9,2,0.99,0,0,0
9286,46.45,16,6,8.33,0,0,0
9287,171.63,17,2,10.41,0,0,0
9288,153.44,18,3,9.55,0,0,0
9289,94.54,15,3,14.15,0,0,0
9290,99.21,13,5,9.56,0,0,0
9291,15.12,15,0,2.42,0,0,0
9292,42.88,11,0,0.55,0,0,0
9293,80.15,8,2,2.98,0,0,0
9294,30.74,19,4,7.6,0,1,0
9295,15.53,14,2,0.3,0,0,0
9296,178.3,11,4,3.94,0,0,0
9297,108.96,16,3,3.12,0,0,0
9298,97.23,18,1,1.69,0,0,0
9299,120.73,11,1,3.19,0,0,0
9300,39.89,16,1,11.02,0,0,0
9301,58.44,8,3,3.08,0,0,0
9302,54.29,11,3,24.03,0,0,0
9303,38.17,11,2,15.7,0,1,0
9304,198.85,20,2,8.07,0,0,0
9305,28.1,13,2,14.55,0,0,0
9306,101.56,21,3,2.42,0,0,0
9307,120.18,13,6,1.22,0,1,0
9308,83.55,17,2,17.54,0,0,0
9309,98.13,11,0,11.14,0,0,0
9310,57.71,14,5,5.57,0,0,0
9311,36.19,10,9,4.76,0,0,0
9312,112.92,16,2,2.19,0,0,0
9313,1273.91,1,13,164.7,1,0,1
9314,69.76,15,2,10.76,0,0,0
9315,60.35,10,4,3.52,0,0,0
9316,88.19,14,4,2.6,0,0,0
9317,92.12,9,3,2.91,0,0,0
9318,95.63,7,2,3.53,0,1,0
9319,40.96,10,2,1.5,0,1,0
9320,134.95,18,3,4.18,0,0,0
9321,81.33,10,3,10.49,0,0,0
9322,69.9,11,4,6.66,0,1,0
9323,26.79,13,2,4.46,0,0,0
9324,64.2,18,5,2.19,0,0,0
9325,60.35,15,1,8.41,0,0,0
9326,141.26,15,4,8.72,0,0,0
9327,19.84,11,5,2.71,0,0,0
9328,149.03,22,3,0.61,0,0,0
9329,189.28,17,2,2.87,0,0,0
9330,56.82,6,2,0.22,0,0,0
9331,101.68,15,0,0.17,0,0,0
9332,55.65,15,1,1.06,0,0,0
9333,88.31,13,3,2.19,0,0,0
9334,35.93,17,7,6.95,0,0,0
9335,76.91,20,2,24.33,0,0,0
9336,57.1,18,2,9.98,0,0,0
9337,76.64,10,3,2.42,0,1,0
9338,37.78,16,2,2.27,0,1,0
9339,69.29,16,6,2.42,0,0,0
9340,72.07,15,2,3.55,0,0,0
9341,112.61,12,5,2.13,0,0,0
9342,60.93,18,0,3.19,0,0,0
9343,121.03,14,2,5.18,0,1,0
9344,503.02,16,6,3.46,0,0,0
9345,111.16,17,3,4.24,0,0,0
9346,152.33,18,4,12.45,0,0,0
9347,104.87,16,2,0.62,0,0,0
9348,37.27,14,4,3.9,0,0,0
9349,158.94,21,6,3.43,0,0,0
9350,47.23,20,6,4.48,0,0,0
9351,102.88,2,3,11.03,0,0,0
9352,105.28,15,2,1.14,0,0,0
9353,165.07,18,5,1.16,0,0,0
9354,67.08,6,2,4.23,0,1,0
9355,100.41,15,1,1.87,0,1,0
9356,97.39,15,2,0.6,0,0,0
9357,310.7,18,2,3.8,0,0,0
9358,16.74,16,6,1.29,0,1,0
9359,75.56,13,6,9.0,0,0,0
9360,158.71,8,5,1.5,0,0,0
9361,207.55,12,2,3.95,0,0,0
9362,262.4,12,6,0.39,0,0,0
9363,18.1,12,4,2.08,0,1,0
9364,52.32,15,0,6.65,0,0,0
9365,235.1,10,1,5.46,0,0,0
9366,31.9,15,3,0.33,0,1,0
9367,34.07,18,2,0.19,0,0,0
9368,108.15,18,2,1.59,0,0,0
9369,193.49,6,2,8.31,0,0,0
9370,109.77,13,1,2.81,0,0,0
9371,176.41,18,1,0.98,0,0,0
9372,29.55,12,1,1.74,0,0,0
9373,103.0,9,3,8.17,0,0,0
9374,75.59,21,3,0.84,0,0,0
9375,31.55,16,5,3.88,0,0,0
9376,296.0,20,2,0.19,0,0,0
9377,39.0,16,4,6.01,0,0,0
9378,74.51,10,1,4.37,0,0,0
9379,23.05,10,5,3.71,0,0,0
9380,68.99,11,2,4.35,0,0,0
9381,69.95,16,0,1.81,0,0,0
9382,57.11,14,2,0.37,0,0,0
9383,91.78,19,3,1.61,0,0,0
9384,136.12,17,4,9.17,0,0,0
9385,320.13,16,2,2.43,0,0,0
9386,26.52,13,3,3.65,0,0,0
9387,158.03,13,0,7.3,0,1,0
9388,59.4,14,3,19.97,0,0,0
9389,55.71,16,6,4.53,0,0,0
9390,43.76,12,4,6.08,0,0,0
9391,56.17,11,1,8.07,0,0,0
9392,81.07,8,5,2.5,0,1,0
9393,135.15,11,1,5.07,0,0,0
9394,1276.42,1,15,399.21,0,0,1
9395,127.67,15,3,0.87,0,0,0
9396,79.32,14,2,25.24,0,0,0
9397,245.23,18,7,19.06,0,0,0
9398,14.61,13,2,15.94,0,0,0
9399,67.34,13,4,1.23,0,0,0
9400,205.33,9,5,0.12,0,0,0
9401,57.23,5,1,0.91,0,0,0
9402,32.08,13,3,3.74,0,1,0
9403,206.55,12,2,18.64,0,0,0
9404,33.22,18,3,13.79,0,0,0
9405,187.9,13,2,10.96,0,1,0
9406,192.3,12,3,4.33,0,1,0
9407,228.75,11,2,15.78,0,0,0
